Fluence to dose conversion factor calculated on a slab of Si with size 10x10x0.5 mm^3 for primary gamma
E [MeV]	c [microGy*cm^2]
50415.6	6.67289e-07
52187.3	5.35841e-07
54021.3	6.15243e-07
55919.7	5.66632e-07
57884.8	6.38749e-07
59919	6.04419e-07
62024.7	6.45781e-07
64204.4	5.66885e-07
66460.7	6.2082e-07
68796.2	6.01009e-07
71213.9	6.03928e-07
73716.5	5.74843e-07
76307.1	5.43909e-07
78988.7	5.89264e-07
81764.5	6.40704e-07
84637.9	6.32282e-07
87612.2	5.93816e-07
90691.1	6.56339e-07
93878.2	6.24448e-07
97177.3	5.63122e-07
100592	6.03593e-07
104127	6.29517e-07
107787	5.97184e-07
111574	7.06323e-07
115495	6.03381e-07
119554	6.53385e-07
123756	5.82613e-07
128105	6.16932e-07
132606	6.41754e-07
137267	5.67112e-07
142090	6.13806e-07
147084	5.65834e-07
152253	6.36278e-07
157603	5.732e-07
163142	6.11487e-07
168875	5.894e-07
174809	6.52444e-07
180953	5.86623e-07
187312	6.30834e-07
193894	5.7756e-07
200708	6.65589e-07
207761	6.53482e-07
215063	5.32173e-07
222620	5.90538e-07
230444	5.89724e-07
238542	6.46056e-07
246925	6.35581e-07
255602	5.50002e-07
264585	5.74493e-07
273883	6.55865e-07
283508	5.92545e-07
293471	6.34109e-07
303784	6.51535e-07
314460	6.07753e-07
325510	6.36584e-07
336949	6.08873e-07
348791	6.23185e-07
361048	6.21181e-07
373736	6.28722e-07
386870	5.61044e-07
400465	6.49964e-07
414538	6.03585e-07
429106	6.3677e-07
444186	6.06652e-07
459796	5.99558e-07
475954	6.50304e-07
492680	6.37944e-07
509994	6.06111e-07
527916	5.46804e-07
546468	6.56745e-07
565672	6.19574e-07
585551	6.24773e-07
606129	5.87122e-07
627429	6.21357e-07
649478	6.54035e-07
672303	5.94019e-07
695929	6.68436e-07
720385	6.41868e-07
745701	5.83001e-07
771907	6.25607e-07
799033	6.29368e-07
827113	6.32147e-07
856179	6.28982e-07
886267	6.16572e-07
917413	6.21774e-07
949653	5.3919e-07
983025	7.28096e-07
