Fluence to dose conversion factor calculated on a slab of Tissue with size 10x10x0.5 mm^3 for primary neutron
E [MeV]	c [microGy*cm^2]
0.585495	1.8349e-05
0.597755	1.76535e-05
0.610272	1.89541e-05
0.623051	1.90724e-05
0.636097	1.84955e-05
0.649416	1.91376e-05
0.663015	1.90997e-05
0.676898	2.02417e-05
0.691072	1.90724e-05
0.705543	1.95089e-05
0.720316	2.07886e-05
0.735399	1.93596e-05
0.750798	1.94205e-05
0.76652	2.06658e-05
0.78257	2.01892e-05
0.798957	2.18467e-05
0.815687	2.0002e-05
0.832767	2.15378e-05
0.850204	2.0676e-05
0.868007	2.10966e-05
0.886183	2.03151e-05
0.904739	2.15937e-05
0.923684	2.3564e-05
0.943025	2.33701e-05
0.962772	2.35526e-05
0.982932	2.59943e-05
1.00351	2.3237e-05
1.02453	2.64144e-05
1.04598	2.42809e-05
1.06788	2.48821e-05
1.09024	2.27581e-05
1.11307	2.30482e-05
1.13638	2.4414e-05
1.16017	2.40601e-05
1.18447	2.52168e-05
1.20927	2.40862e-05
1.23459	2.55143e-05
1.26044	2.49308e-05
1.28684	2.71118e-05
1.31378	2.66426e-05
1.34129	2.43431e-05
1.36938	2.47218e-05
1.39805	2.65559e-05
1.42733	2.61539e-05
1.45721	2.8216e-05
1.48773	2.76391e-05
1.51888	2.81342e-05
1.55068	2.67423e-05
1.58315	2.98691e-05
1.6163	2.61998e-05
1.65015	2.7822e-05
1.6847	2.82961e-05
1.71998	2.68389e-05
1.756	2.87857e-05
1.79276	3.15689e-05
1.8303	3.00616e-05
1.86863	2.84999e-05
1.90776	2.91315e-05
1.94771	3.04664e-05
1.98849	2.9139e-05
2.03013	2.95216e-05
2.07264	3.08193e-05
2.11604	3.0582e-05
2.16035	3.00536e-05
2.20558	3.1209e-05
2.25177	3.23404e-05
2.29892	3.12077e-05
2.34706	3.18946e-05
2.3962	2.88996e-05
2.44638	3.15728e-05
2.4976	3.2551e-05
2.5499	3.27325e-05
2.60329	3.24324e-05
2.65781	3.05788e-05
2.71346	3.14354e-05
2.77028	3.31067e-05
2.82829	3.32781e-05
2.88751	3.2138e-05
2.94797	3.20559e-05
3.0097	3.36569e-05
3.07272	3.36619e-05
3.13706	3.18891e-05
3.20275	3.31404e-05
3.26982	3.77153e-05
3.33828	3.41722e-05
3.40819	3.58663e-05
3.47955	3.44893e-05
3.55241	3.73392e-05
3.6268	3.56112e-05
3.70274	3.52377e-05
3.78027	3.39837e-05
3.85943	3.74171e-05
3.94025	3.85071e-05
4.02275	3.6901e-05
4.10699	3.74225e-05
4.19299	3.55717e-05
4.28078	3.19423e-05
4.37042	3.52997e-05
4.46194	3.1989e-05
4.55537	3.36016e-05
4.65075	3.14415e-05
4.74814	3.08626e-05
4.84756	3.13628e-05
4.94907	2.93257e-05
5.0527	3.37954e-05
5.1585	3.26844e-05
5.26651	3.05864e-05
5.37679	2.91303e-05
5.48938	2.86648e-05
5.60433	2.6825e-05
5.72168	2.99002e-05
5.84149	2.77498e-05
5.9638	2.78474e-05
6.08868	2.8075e-05
