Fluence to dose conversion factor calculated on a slab of Si with size 10x10x0.5 mm^3 for primary neutron
E [MeV]	c [microGy*cm^2]
414.538	1.62982e-05
429.106	1.68816e-05
444.186	1.67902e-05
459.796	1.52026e-05
475.954	1.83904e-05
492.68	1.63981e-05
509.994	1.99571e-05
527.916	1.92752e-05
546.468	1.55916e-05
565.672	1.70497e-05
585.551	1.68116e-05
606.129	1.94443e-05
627.429	2.2846e-05
649.478	2.47713e-05
672.303	1.91904e-05
695.929	1.78843e-05
720.385	2.07945e-05
745.701	2.30704e-05
771.907	1.87787e-05
799.033	2.32668e-05
827.113	2.55909e-05
856.179	2.13445e-05
886.267	2.00693e-05
917.413	2.03237e-05
949.653	2.42837e-05
983.025	1.97449e-05
1017.57	2.06346e-05
1053.33	2.47947e-05
1090.35	2.05484e-05
1128.66	2.2921e-05
1168.33	2.38939e-05
1209.39	1.45943e-05
1251.89	2.0054e-05
1295.88	2.35204e-05
1341.42	2.28812e-05
1388.56	2.26441e-05
1437.36	2.44369e-05
1487.87	2.71089e-05
1540.16	2.57453e-05
1594.28	2.32909e-05
1650.31	2.11939e-05
1708.3	2.09001e-05
1768.34	2.1702e-05
1830.48	2.2162e-05
1894.81	1.78442e-05
1961.39	2.72463e-05
2030.32	2.36113e-05
2101.67	2.32253e-05
2175.53	2.47022e-05
2251.98	1.97887e-05
2331.12	3.17369e-05
2413.04	2.04066e-05
2497.84	2.22196e-05
2585.62	2.55055e-05
2676.48	1.77759e-05
2770.54	1.84464e-05
2867.9	2.173e-05
2968.69	2.35187e-05
3073.02	1.80251e-05
3181.01	1.71935e-05
3292.8	2.1884e-05
3408.51	1.95884e-05
3528.29	1.77332e-05
3652.29	2.23208e-05
3780.64	2.08357e-05
3913.49	2.82208e-05
4051.02	2.2467e-05
4193.39	2.29218e-05
4340.75	2.59437e-05
4493.29	2.36473e-05
4651.2	1.85925e-05
4814.65	1.92433e-05
4983.85	2.65836e-05
5158.99	1.98283e-05
5340.29	2.31168e-05
5527.96	2.22239e-05
5722.22	2.0984e-05
5923.31	2.33747e-05
6131.47	2.11938e-05
6346.95	2.23228e-05
6569.99	1.84655e-05
6800.87	2.20245e-05
7039.87	2.1438e-05
7287.27	2.33427e-05
7543.36	1.76683e-05
7808.45	2.17983e-05
8082.85	2.48834e-05
8366.9	2.58029e-05
8660.93	2.31136e-05
8965.3	1.77049e-05
9280.36	1.76094e-05
9606.49	2.23739e-05
9944.08	5.62405e-06
10293.5	2.98411e-06
10655.3	3.31914e-06
11029.7	3.58846e-06
11417.3	3.81578e-06
11818.6	3.80112e-06
12233.9	3.67007e-06
12663.8	4.53175e-06
13108.9	6.12872e-06
13569.5	4.0659e-06
14046.4	5.95899e-06
14540	4.47651e-06
15051	6.41557e-06
15579.9	6.59791e-06
16127.4	4.32578e-06
16694.2	5.31326e-06
17280.8	8.04247e-06
17888.1	9.05498e-06
18516.7	8.59259e-06
19167.5	1.13791e-05
19841.1	1.10635e-05
20538.3	1.08258e-05
21260.1	1.77688e-05
22007.2	1.15403e-05
22780.6	1.45157e-05
23581.1	1.62257e-05
24409.8	1.65463e-05
25267.6	1.882e-05
26155.6	1.72527e-05
27074.8	2.43639e-05
28026.2	1.77885e-05
29011.1	2.01076e-05
30030.7	1.4633e-05
31086	1.96694e-05
32178.4	1.85598e-05
33309.2	1.88408e-05
34479.8	2.21393e-05
35691.5	2.19421e-05
36945.8	2.33071e-05
38244.1	2.53759e-05
39588.1	2.38587e-05
40979.3	1.92715e-05
42419.4	2.24144e-05
43910.1	2.39501e-05
45453.2	2.16664e-05
47050.6	2.75324e-05
48704	2.42856e-05
50415.6	2.44397e-05
52187.3	2.74821e-05
54021.3	2.83455e-05
55919.7	2.31561e-05
57884.8	2.67229e-05
59919	2.60279e-05
62024.7	2.11472e-05
64204.4	2.16692e-05
66460.7	3.2096e-05
68796.2	3.25104e-05
71213.9	2.93488e-05
73716.5	2.19393e-05
76307.1	2.70197e-05
78988.7	2.81709e-05
81764.5	2.49367e-05
84637.9	2.63341e-05
87612.2	3.19938e-05
90691.1	4.17979e-05
93878.2	2.46559e-05
97177.3	2.56655e-05
100592	3.31297e-05
104127	3.29504e-05
107787	3.46252e-05
111574	3.25705e-05
115495	3.46771e-05
119554	3.25058e-05
123756	3.3101e-05
128105	4.44053e-05
132606	4.322e-05
137267	3.46658e-05
142090	2.49153e-05
147084	3.51721e-05
152253	3.27663e-05
157603	3.19994e-05
163142	3.27742e-05
168875	3.26565e-05
174809	4.7046e-05
180953	3.84377e-05
187312	4.33237e-05
193894	2.71585e-05
200708	3.36325e-05
207761	3.60418e-05
215063	4.18764e-05
222620	3.76494e-05
230444	4.15677e-05
238542	4.08886e-05
246925	3.96671e-05
255602	4.28298e-05
264585	3.35092e-05
273883	4.34916e-05
283508	4.05113e-05
293471	4.07457e-05
303784	5.11073e-05
314460	4.51066e-05
325510	4.19084e-05
336949	3.8169e-05
348791	4.23993e-05
361048	4.54805e-05
373736	4.37912e-05
386870	4.0343e-05
400465	5.12919e-05
414538	4.10924e-05
429106	5.09444e-05
444186	4.17179e-05
459796	4.19373e-05
475954	4.4396e-05
492680	4.77253e-05
509994	5.3612e-05
527916	3.98909e-05
546468	4.21887e-05
565672	4.92897e-05
585551	4.52065e-05
606129	4.82984e-05
627429	5.63614e-05
649478	4.64015e-05
672303	4.13526e-05
695929	5.15687e-05
720385	4.68329e-05
745701	4.72681e-05
771907	4.29779e-05
799033	4.56632e-05
827113	5.20544e-05
856179	4.49476e-05
886267	5.24699e-05
917413	5.62098e-05
949653	4.80129e-05
983025	5.90271e-05
