E [MeV]	dEdx [keV/microm]
0.00540132	50.5509
0.0054325	50.6966
0.00546387	50.8427
0.00549541	50.9893
0.00552713	51.1362
0.00555904	51.2836
0.00559114	51.4314
0.00562341	51.5797
0.00565588	51.7283
0.00568853	51.8774
0.00572137	52.027
0.0057544	52.1769
0.00578762	52.3273
0.00582103	52.4782
0.00585464	52.6294
0.00588844	52.7811
0.00592243	52.9332
0.00595662	53.0858
0.00599101	53.2389
0.0060256	53.3923
0.00606038	53.5462
0.00609537	53.7005
0.00613056	53.8553
0.00616595	54.0105
0.00620155	54.1662
0.00623735	54.3224
0.00627336	54.4789
0.00630957	54.636
0.006346	54.7934
0.00638263	54.9514
0.00641948	55.1098
0.00645654	55.2686
0.00649382	55.4279
0.00653131	55.5877
0.00656901	55.7479
0.00660693	55.9086
0.00664508	56.0698
0.00668344	56.2314
0.00672202	56.3935
0.00676083	56.556
0.00679986	56.719
0.00683912	56.8825
0.0068786	57.0465
0.00691831	57.2109
0.00695825	57.3758
0.00699842	57.5412
0.00703882	57.707
0.00707946	57.8733
0.00712033	58.0402
0.00716143	58.2074
0.00720278	58.3752
0.00724436	58.5435
0.00728618	58.7122
0.00732825	58.8815
0.00737055	59.0512
0.0074131	59.2214
0.0074559	59.3921
0.00749894	59.5633
0.00754223	59.7349
0.00758578	59.9071
0.00762957	60.0798
0.00767361	60.253
0.00771792	60.4266
0.00776247	60.6008
0.00780728	60.7755
0.00785236	60.9507
0.00789769	61.1264
0.00794328	61.3026
0.00798914	61.4793
0.00803526	61.6565
0.00808165	61.8342
0.00812831	62.0124
0.00817523	62.1912
0.00822243	62.3704
0.0082699	62.5502
0.00831764	62.7305
0.00836566	62.9113
0.00841395	63.0926
0.00846253	63.2745
0.00851138	63.4569
0.00856052	63.6398
0.00860994	63.8232
0.00865964	64.0072
0.00870964	64.1917
0.00875992	64.3767
0.00881049	64.5622
0.00886135	64.7483
0.00891251	64.9349
0.00896396	65.1221
0.00901571	65.3098
0.00906776	65.4981
0.00912011	65.6869
0.00917276	65.8762
0.00922571	66.0661
0.00927897	66.2565
0.00933254	66.4475
0.00938642	66.639
0.00944061	66.8311
0.00949511	67.0238
0.00954993	67.2169
0.00960506	67.4107
0.00966051	67.605
0.00971628	67.7998
0.00977237	67.9953
0.00982879	68.1912
0.00988553	68.3878
0.0099426	68.5849
0.01	68.7826
