E [MeV]	dEdx [keV/microm]
0.001	22.9542
0.00100577	23.0208
0.00101158	23.0875
0.00101742	23.1545
0.00102329	23.2216
0.0010292	23.2889
0.00103514	23.3564
0.00104112	23.4241
0.00104713	23.492
0.00105317	23.5601
0.00105925	23.6284
0.00106537	23.6969
0.00107152	23.7656
0.00107771	23.8345
0.00108393	23.9036
0.00109018	23.9729
0.00109648	24.0423
0.00110281	24.112
0.00110917	24.1819
0.00111558	24.252
0.00112202	24.3223
0.0011285	24.3928
0.00113501	24.4635
0.00114156	24.5344
0.00114815	24.6055
0.00115478	24.6768
0.00116145	24.7483
0.00116815	24.82
0.0011749	24.8919
0.00118168	24.9641
0.0011885	25.0364
0.00119536	25.1089
0.00120226	25.1817
0.00120921	25.2547
0.00121619	25.3279
0.00122321	25.4012
0.00123027	25.4748
0.00123737	25.5486
0.00124451	25.6227
0.0012517	25.6969
0.00125893	25.7714
0.00126619	25.846
0.0012735	25.9209
0.00128086	25.996
0.00128825	26.0713
0.00129569	26.1469
0.00130317	26.2226
0.00131069	26.2986
0.00131826	26.3747
0.00132587	26.4512
0.00133352	26.5278
0.00134122	26.6046
0.00134896	26.6817
0.00135675	26.759
0.00136458	26.8365
0.00137246	26.9142
0.00138038	26.9922
0.00138835	27.0704
0.00139637	27.1488
0.00140443	27.2275
0.00141254	27.3063
0.00142069	27.3854
0.00142889	27.4647
0.00143714	27.5443
0.00144544	27.624
0.00145378	27.704
0.00146218	27.7843
0.00147062	27.8648
0.00147911	27.9455
0.00148765	28.0264
0.00149624	28.1076
0.00150487	28.189
0.00151356	28.2706
0.0015223	28.3525
0.00153109	28.4346
0.00153993	28.5169
0.00154882	28.5995
0.00155776	28.6823
0.00156675	28.7654
0.0015758	28.8487
0.00158489	28.9322
0.00159404	29.016
0.00160325	29.1
0.0016125	29.1843
0.00162181	29.2688
0.00163117	29.3535
0.00164059	29.4385
0.00165006	29.5238
0.00165959	29.6092
0.00166917	29.695
0.0016788	29.7809
0.0016885	29.8672
0.00169824	29.9536
0.00170805	30.0404
0.00171791	30.1273
0.00172783	30.2146
0.0017378	30.302
0.00174783	30.3898
0.00175792	30.4777
0.00176807	30.566
0.00177828	30.6544
0.00178855	30.7432
0.00179887	30.8322
0.00180926	30.9215
0.0018197	31.011
0.00183021	31.1007
0.00184077	31.1907
0.0018514	31.281
0.00186209	31.3716
0.00187284	31.4624
0.00188365	31.5535
0.00189452	31.6448
0.00190546	31.7364
0.00191646	31.8283
0.00192752	31.9204
0.00193865	32.0128
0.00194984	32.1055
0.0019611	32.1984
0.00197242	32.2916
0.00198381	32.385
0.00199526	32.4787
0.00200678	32.5727
0.00201837	32.667
0.00203002	32.7615
0.00204174	32.8564
0.00205353	32.9515
0.00206538	33.0468
0.0020773	33.1425
0.0020893	33.2384
0.00210136	33.3345
0.00211349	33.431
0.00212569	33.5278
0.00213796	33.6248
0.0021503	33.7221
0.00216272	33.8197
0.0021752	33.9176
0.00218776	34.0157
0.00220039	34.1141
0.00221309	34.2128
0.00222587	34.3119
0.00223872	34.4111
0.00225165	34.5107
0.00226464	34.6106
0.00227772	34.7107
0.00229087	34.8111
0.00230409	34.9119
0.00231739	35.0129
0.00233077	35.1142
0.00234423	35.2158
0.00235776	35.3177
0.00237137	35.4198
0.00238506	35.5223
0.00239883	35.6251
0.00241268	35.7282
0.00242661	35.8315
0.00244062	35.9352
0.00245471	36.0392
0.00246888	36.1434
0.00248313	36.248
0.00249747	36.3529
0.00251189	36.458
0.00252639	36.5635
0.00254097	36.6693
0.00255564	36.7753
0.0025704	36.8817
0.00258523	36.9884
0.00260016	37.0954
0.00261517	37.2027
0.00263027	37.3103
0.00264545	37.4183
0.00266073	37.5265
0.00267609	37.635
0.00269153	37.7439
0.00270707	37.8531
0.0027227	37.9626
0.00273842	38.0724
0.00275423	38.1825
0.00277013	38.293
0.00278612	38.4037
0.00280221	38.5148
0.00281838	38.6262
0.00283465	38.7379
0.00285102	38.8499
0.00286748	38.9623
0.00288403	39.075
0.00290068	39.188
0.00291743	39.3013
0.00293427	39.415
0.00295121	39.529
0.00296825	39.6433
0.00298538	39.758
0.00300262	39.873
0.00301995	39.9883
0.00303739	40.1039
0.00305492	40.2199
0.00307256	40.3362
0.0030903	40.4529
0.00310814	40.5698
0.00312608	40.6872
0.00314413	40.8048
0.00316228	40.9228
0.00318053	41.0412
0.0031989	41.1598
0.00321736	41.2789
0.00323594	41.3983
0.00325462	41.5179
0.00327341	41.638
0.0032923	41.7584
0.00331131	41.8792
0.00333043	42.0003
0.00334965	42.1217
0.00336899	42.2435
0.00338844	42.3656
0.003408	42.4881
0.00342768	42.611
0.00344747	42.7342
0.00346737	42.8578
0.00348739	42.9817
0.00350752	43.1059
0.00352777	43.2306
0.00354813	43.3556
0.00356862	43.4809
0.00358922	43.6066
0.00360994	43.7327
0.00363078	43.8591
0.00365174	43.9859
0.00367282	44.1131
0.00369403	44.2406
0.00371535	44.3685
0.0037368	44.4968
0.00375837	44.6255
0.00378007	44.7545
0.00380189	44.8838
0.00382384	45.0136
0.00384592	45.1437
0.00386812	45.2742
0.00389045	45.4051
0.00391291	45.5364
0.0039355	45.668
0.00395822	45.8
0.00398107	45.9324
0.00400405	46.0652
0.00402717	46.1984
0.00405042	46.3319
0.0040738	46.4658
0.00409732	46.6002
0.00412098	46.7349
0.00414477	46.87
0.00416869	47.0054
0.00419276	47.1413
0.00421697	47.2776
0.00424131	47.4142
0.0042658	47.5513
0.00429042	47.6887
0.00431519	47.8266
0.0043401	47.9648
0.00436516	48.1035
0.00439036	48.2425
0.0044157	48.3819
0.0044412	48.5218
0.00446684	48.662
0.00449262	48.8026
0.00451856	48.9437
0.00454465	49.0852
0.00457088	49.227
0.00459727	49.3693
0.00462381	49.512
0.0046505	49.6551
0.00467735	49.7986
0.00470435	49.9425
0.00473151	50.0868
0.00475883	50.2316
0.0047863	50.3768
0.00481393	50.5224
0.00484172	50.6684
0.00486968	50.8148
0.00489779	50.9616
0.00492606	51.1089
0.0049545	51.2566
0.0049831	51.4048
0.00501187	51.5533
0.00504081	51.7023
0.00506991	51.8517
0.00509918	52.027
0.00512861	52.1773
0.00515822	52.328
0.005188	52.505
0.00521795	52.6566
0.00524807	52.8086
0.00527837	52.961
0.00530884	53.1139
0.00533949	53.2672
0.00537032	53.4478
0.00540132	53.602
0.0054325	53.7567
0.00546387	53.939
0.00549541	54.0945
0.00552713	54.2505
0.00555904	54.407
0.00559114	54.5639
0.00562341	54.7492
0.00565588	54.907
0.00568853	55.0653
0.00572137	55.224
0.0057544	55.3832
0.00578762	55.5428
0.00582103	55.7029
0.00585464	55.8635
0.00588844	56.0245
0.00592243	56.186
0.00595662	56.3479
0.00599101	56.5104
0.0060256	56.6732
0.00606038	56.8366
0.00609537	57.0004
0.00613056	57.1647
0.00616595	57.3295
0.00620155	57.4947
0.00623735	57.6604
0.00627336	57.8267
0.00630957	57.9933
0.006346	58.1605
0.00638263	58.3281
0.00641948	58.4963
0.00645654	58.6649
0.00649382	58.834
0.00653131	59.0036
0.00656901	59.1736
0.00660693	59.3442
0.00664508	59.5152
0.00668344	59.6867
0.00672202	59.8588
0.00676083	60.0313
0.00679986	60.2044
0.00683912	60.3779
0.0068786	60.5519
0.00691831	60.7265
0.00695825	60.9015
0.00699842	61.0771
0.00703882	61.2531
0.00707946	61.4296
0.00712033	61.6067
0.00716143	61.7843
0.00720278	61.9624
0.00724436	62.141
0.00728618	62.3201
0.00732825	62.4997
0.00737055	62.6798
0.0074131	62.8605
0.0074559	63.0417
0.00749894	63.2234
0.00754223	63.4057
0.00758578	63.5884
0.00762957	63.7717
0.00767361	63.9555
0.00771792	64.1399
0.00776247	64.3247
0.00780728	64.5101
0.00785236	64.6961
0.00789769	64.8826
0.00794328	65.0696
0.00798914	65.2571
0.00803526	65.4452
0.00808165	65.6339
0.00812831	65.823
0.00817523	66.0128
0.00822243	66.203
0.0082699	66.3939
0.00831764	66.5852
